0.621231	1624.00	
0.621306	210.00	f
0.621365	73.00	l
0.621423	65.00	r
1.571168	1600.00	l
1.571233	1643.00	r
1.571296	1658.00	f
1.621137	1624.00	
2.571181	1600.00	l
2.571247	1618.00	r
2.571311	1656.00	f
2.621161	1624.00	
3.57118	1600.00	l
3.571246	1600.00	r
3.571309	1648.00	f
3.621163	1613.00	
4.57119	1600.00	l
4.571256	1600.00	r
4.571319	1583.00	f
4.62117	1612.00	
5.571152	1600.00	l
5.571218	1600.00	r
5.571281	1583.00	f
5.621128	1600.00	
6.571154	1600.00	l
6.57122	1600.00	r
6.581158	1583.00	f
6.621159	1586.00	
7.572224	1600.00	l
7.581125	1600.00	r
7.58119	1583.00	f
7.621147	1586.00	
8.572735	1600.00	l
8.583356	1558.00	r
8.583421	1583.00	f
8.62208	1497.00	
9.58204	1600.00	l
9.582107	1558.00	r
9.582171	1583.00	f
9.622188	1497.00	
10.582081	1162.00	l
10.582148	1558.00	r
10.582213	1583.00	f
10.622209	1497.00	
11.583441	1162.00	l
11.583507	1497.00	r
11.583571	1406.00	f
11.622101	1497.00	
12.582029	1162.00	l
12.582095	1497.00	r
12.58216	1074.00	f
12.632172	1497.00	
13.582243	1162.00	l
13.58231	1375.00	r
13.582374	1074.00	f
13.63272	1497.00	
14.582174	1162.00	l
14.582241	1375.00	r
14.582306	1074.00	f
14.632216	1250.00	
15.582092	1162.00	l
15.582159	1375.00	r
15.582224	1074.00	f
15.632128	1200.00	
16.58219	1162.00	l
16.582257	1375.00	r
16.582321	1074.00	f
16.632109	1198.00	
17.582788	1027.00	l
17.582855	1375.00	r
17.582919	1074.00	f
17.63205	1198.00	
18.58367	1027.00	l
18.583738	1375.00	r
18.592063	1074.00	f
18.632177	1198.00	
19.582331	1027.00	l
19.592278	1375.00	r
19.592345	1074.00	f
19.632636	1198.00	
20.592136	1027.00	l
20.592204	1375.00	r
20.592269	1074.00	f
20.63221	1092.00	
21.592207	1027.00	l
21.592274	1375.00	r
21.592339	1074.00	f
21.632175	1092.00	
22.592328	1027.00	l
22.592394	1375.00	r
22.592459	1074.00	f
22.633466	1092.00	
23.592136	1023.00	l
23.592204	1150.00	r
23.592269	1066.00	f
23.632269	964.00	
24.59221	1023.00	l
24.592277	1150.00	r
24.592342	1042.00	f
24.642183	964.00	
25.592261	1001.00	l
25.592327	1150.00	r
25.59239	1042.00	f
25.643471	964.00	
26.592178	1001.00	l
26.592245	1150.00	r
26.59231	1042.00	f
26.64222	964.00	
27.592102	1001.00	l
27.592167	890.00	r
27.602077	1042.00	f
27.642179	964.00	
28.592769	987.00	l
28.592833	665.00	r
28.603482	1032.00	f
28.642107	964.00	
29.592529	987.00	l
29.603204	665.00	r
29.603269	1032.00	f
29.642159	964.00	
30.602291	984.00	l
30.602355	665.00	r
30.60242	1032.00	f
30.642284	964.00	
31.602093	984.00	l
31.602158	665.00	r
31.602222	1032.00	f
31.64216	964.00	
32.602082	984.00	l
32.602146	517.00	r
32.602211	1032.00	f
32.642104	964.00	
33.60219	984.00	l
33.602256	517.00	r
33.602321	1032.00	f
