0.798048	1662.00	
1.817838	1650.00	
2.803811	1431.00	
3.807239	1431.00	
4.813491	1431.00	
5.814925	1431.00	
6.828282	1405.00	
7.837522	1375.00	
8.848001	1275.00	
9.839332	1275.00	
10.846947	1275.00	
11.860112	1275.00	
12.855434	1225.00	
13.871923	710.00	
14.869036	545.00	
15.873466	545.00	
16.881433	545.00	
17.887345	545.00	
18.895966	545.00	
19.898172	545.00	
20.915594	490.00	
21.916432	490.00	
22.9066	490.00	
23.929261	490.00	
24.923004	490.00	
25.928285	490.00	
26.927534	490.00	
27.937435	490.00	
28.955406	490.00	
29.944423	490.00	
30.955487	490.00	
31.958179	490.00	
32.967299	490.00	
33.966427	490.00	
34.975381	490.00	
35.97751	490.00	
36.989365	490.00	
37.987873	490.00	
38.992168	490.00	
39.996612	490.00	
41.004379	480.00	
42.012982	250.00	
43.01345	250.00	
44.034391	250.00	
45.027245	250.00	
46.03193	250.00	
47.06406	250.00	
48.048594	250.00	
49.067433	250.00	
50.067925	250.00	
51.094509	250.00	
52.060335	250.00	
53.072606	250.00	
54.068947	250.00	
55.080946	250.00	
56.085329	250.00	
57.096003	250.00	
58.092867	250.00	
59.095446	250.00	
60.112326	250.00	
61.11549	250.00	
62.120073	250.00	
63.122443	250.00	
64.125348	250.00	
65.129057	250.00	
