0.109082	1634.00	
1.112797	425.00	
2.114739	425.00	
3.146065	425.00	
4.121858	425.00	
5.145415	425.00	
6.146445	425.00	
7.14343	425.00	
8.145747	425.00	
9.151408	425.00	
10.159783	425.00	
11.162293	425.00	
12.163881	425.00	
13.172671	425.00	
14.174701	425.00	
15.182805	425.00	
16.189018	425.00	
17.189574	425.00	
18.195878	425.00	
19.198614	425.00	
20.203673	425.00	
21.212326	425.00	
22.223547	425.00	
23.21767	425.00	
24.229145	425.00	
25.231613	425.00	
26.236616	425.00	
27.235928	425.00	
28.248016	425.00	
29.248832	425.00	
30.252601	425.00	
31.266037	425.00	
32.268775	425.00	
33.271785	425.00	
34.274624	425.00	
35.279571	425.00	
36.296997	425.00	
37.296834	425.00	
38.313331	425.00	
39.299537	425.00	
40.318683	425.00	
41.326106	425.00	
42.317721	425.00	
43.322579	425.00	
44.322341	425.00	
45.32866	425.00	
46.329614	425.00	
47.342635	425.00	
48.339862	425.00	
49.349691	425.00	
50.350674	425.00	
51.363538	425.00	
52.370495	425.00	
53.371785	425.00	
54.370853	425.00	
55.377594	425.00	
56.381127	425.00	
57.385195	425.00	
58.394381	425.00	
59.407187	425.00	
60.403713	425.00	
61.410727	425.00	
62.409532	425.00	
63.418548	425.00	
64.441799	425.00	
65.431741	425.00	
66.439232	425.00	
67.44066	425.00	
68.443582	425.00	
69.447339	425.00	
70.449575	425.00	
71.459657	425.00	
72.465533	425.00	
73.466645	425.00	
74.477352	425.00	
75.490302	425.00	
76.479596	425.00	
77.483833	425.00	
78.493697	425.00	
79.502572	425.00	
80.498921	425.00	
81.507451	425.00	
82.510748	425.00	
83.520766	425.00	
84.525632	425.00	
85.524353	425.00	
86.546041	425.00	
87.540716	425.00	
88.541894	425.00	
89.54417	425.00	
90.563459	425.00	
91.554227	425.00	
92.560561	425.00	
93.563658	425.00	
94.570679	425.00	
95.577665	425.00	
96.585795	425.00	
97.590676	425.00	
98.590709	425.00	
99.593819	425.00	
100.600606	425.00	
101.60573	425.00	
102.609604	425.00	
103.617882	425.00	
104.618569	425.00	
105.627603	425.00	
106.632675	425.00	
107.639735	425.00	
108.643118	425.00	
109.650621	425.00	
110.654275	425.00	
111.655665	425.00	
112.660006	425.00	
113.670631	425.00	
114.690897	425.00	
115.673715	425.00	
116.68562	425.00	
117.686724	425.00	
118.691772	425.00	
119.716849	425.00	
120.706191	425.00	
121.710704	425.00	
122.720726	425.00	
123.719795	425.00	
124.722603	425.00	
125.722823	425.00	
126.734057	425.00	
127.740679	425.00	
128.738894	425.00	
129.742728	425.00	
130.752615	425.00	
131.751606	425.00	
132.763649	425.00	
133.769751	425.00	
134.770381	425.00	
135.781377	425.00	
136.778562	425.00	
137.789668	425.00	
138.804487	425.00	
139.800844	425.00	
140.800808	425.00	
141.815918	425.00	
142.809612	425.00	
