0.330829	434.00	
0.490653	434.00	f
0.830624	250.00	l
0.830693	490.00	r
1.330651	434.00	
1.491754	434.00	f
1.831631	250.00	l
1.831701	490.00	r
2.392255	1644.00	
2.690173	1646.00	f
2.829705	1629.00	l
2.83968	1635.00	r
3.400138	1630.00	
3.679768	1646.00	f
3.830429	1629.00	l
3.841075	1623.00	r
4.393738	1629.00	
4.673634	1635.00	f
4.83386	1600.00	l
4.833929	1607.00	r
5.393527	1629.00	
5.673831	1626.00	f
5.833553	1600.00	l
5.833621	1404.00	r
6.403615	1629.00	
6.684338	1600.00	f
6.833698	1476.00	l
6.84364	1404.00	r
7.403734	1629.00	
7.683706	1530.00	f
7.833781	1405.00	l
7.843739	1005.00	r
8.403623	1629.00	
8.683722	1464.00	f
8.833599	1350.00	l
8.84357	1005.00	r
9.404729	1629.00	
9.684537	1375.00	f
9.834678	969.00	l
9.844616	1005.00	r
10.40476	1629.00	
10.684615	1375.00	f
10.83484	969.00	l
10.844819	991.00	r
11.404561	1629.00	
11.684729	1375.00	f
11.844628	477.00	l
11.844695	925.00	r
12.404655	1629.00	
12.684593	1306.00	f
12.844712	466.00	l
12.844778	715.00	r
13.404772	1600.00	
13.688561	925.00	f
13.838873	455.00	l
13.849109	464.00	r
14.408685	1600.00	
14.688652	925.00	f
14.838681	454.00	l
14.848642	464.00	r
15.408883	1600.00	
15.68869	755.00	f
15.849868	424.00	l
15.849936	440.00	r
16.408687	1600.00	
16.688786	490.00	f
16.848586	384.00	l
16.848654	440.00	r
17.412589	1600.00	
17.693082	490.00	f
17.842769	384.00	l
17.852731	434.00	r
18.412603	1600.00	
18.692995	490.00	f
18.842679	384.00	l
18.852665	434.00	r
19.419749	1600.00	
19.693335	490.00	f
19.852766	384.00	l
19.852841	434.00	r
20.412787	1600.00	
20.692601	490.00	f
20.852687	384.00	l
20.852757	434.00	r
21.412684	1600.00	
21.696684	490.00	f
21.846744	384.00	l
21.856746	434.00	r
22.416571	1600.00	
22.69672	490.00	f
22.846542	384.00	l
22.856622	434.00	r
23.416683	1600.00	
23.696693	490.00	f
23.846687	384.00	l
23.856674	434.00	r
24.416551	1600.00	
24.696769	490.00	f
24.85663	384.00	l
24.856695	434.00	r
25.416703	1600.00	
25.696673	490.00	f
25.856746	384.00	l
25.856813	434.00	r
26.420742	1600.00	
26.700817	490.00	f
26.850531	384.00	l
26.860616	434.00	r
27.420692	1600.00	
27.70059	490.00	f
27.850702	384.00	l
27.860679	434.00	r
28.42071	1600.00	
28.700678	490.00	f
28.850771	384.00	l
28.860707	434.00	r
29.421736	1600.00	
29.701561	490.00	f
29.861722	384.00	l
29.861798	434.00	r
30.421549	1600.00	
30.701687	490.00	f
30.861652	384.00	l
30.861725	434.00	r
31.423702	1600.00	
31.704588	490.00	f
31.854777	384.00	l
31.864685	434.00	r
32.424531	1600.00	
32.704766	490.00	f
32.864597	384.00	l
32.864666	434.00	r
33.424768	1375.00	
33.704625	490.00	f
33.864686	384.00	l
33.864759	434.00	r
34.425096	1375.00	
34.704766	490.00	f
34.866173	384.00	l
34.866241	434.00	r
35.425706	1375.00	
35.705648	490.00	f
35.865658	384.00	l
35.865731	434.00	r
36.420976	1375.00	
36.710819	490.00	f
36.860589	384.00	l
36.870567	434.00	r
37.430656	1375.00	
37.71054	490.00	f
37.860702	384.00	l
37.870668	434.00	r
38.431833	1375.00	
38.71359	490.00	f
38.864695	384.00	l
38.86477	434.00	r
39.428772	1375.00	
39.708641	490.00	f
39.869648	380.00	l
39.869715	434.00	r
40.428583	1375.00	
40.709573	490.00	f
40.868608	380.00	l
40.868673	434.00	r
41.429697	1375.00	
41.709667	490.00	f
41.869686	380.00	l
41.869758	434.00	r
42.433684	1375.00	
42.715836	490.00	f
42.865586	372.00	l
42.875569	434.00	r
43.435655	1375.00	
43.717109	490.00	f
43.865714	372.00	l
43.875642	434.00	r
44.435807	1375.00	
44.715776	490.00	f
44.875544	372.00	l
44.875615	434.00	r
45.437769	1375.00	
45.717733	490.00	f
45.868257	372.00	l
45.878945	434.00	r
46.436646	1375.00	
46.717059	490.00	f
46.876732	372.00	l
46.876799	434.00	r
47.436659	1375.00	
47.717053	490.00	f
47.876576	372.00	l
47.876642	434.00	r
48.43668	1375.00	
48.716652	490.00	f
48.876632	372.00	l
48.876697	434.00	r
49.436819	1375.00	
49.716686	490.00	f
49.876529	372.00	l
49.876598	434.00	r
50.436653	1375.00	
50.717736	490.00	f
50.876632	372.00	l
50.8767	434.00	r
51.436687	1375.00	
51.716641	490.00	f
51.876681	372.00	l
51.876755	434.00	r
52.436598	1375.00	
52.719748	490.00	f
52.879571	372.00	l
52.879649	434.00	r
53.439643	1375.00	
53.7267	490.00	f
53.876872	372.00	l
53.887427	434.00	r
54.44663	1375.00	
54.727521	490.00	f
54.876577	372.00	l
54.886722	434.00	r
55.446762	1375.00	
55.726675	490.00	f
55.876749	372.00	l
55.887322	434.00	r
56.446662	1375.00	
56.727105	490.00	f
56.886726	202.00	l
56.886792	434.00	r
57.446723	1375.00	
57.726639	490.00	f
57.886814	202.00	l
57.886879	434.00	r
58.446644	1375.00	
58.726777	490.00	f
58.886602	200.00	l
58.886667	434.00	r
59.446724	1375.00	
59.726664	490.00	f
59.886702	200.00	l
59.886768	434.00	r
60.446745	1375.00	
60.727681	490.00	f
60.887715	200.00	l
60.887781	434.00	r
61.447624	1375.00	
61.727759	490.00	f
61.887586	200.00	l
61.887653	434.00	r
62.447766	1375.00	
62.728298	490.00	f
62.887672	90.00	l
62.887738	434.00	r
63.447703	1375.00	
63.72775	490.00	f
63.887739	90.00	l
63.887805	434.00	r
64.447567	1375.00	
64.727812	490.00	f
64.887628	90.00	l
64.887694	434.00	r
65.457714	1375.00	
65.73872	490.00	f
65.887574	90.00	l
65.897702	434.00	r
66.457754	1375.00	
66.737627	490.00	f
66.887707	10.00	l
66.897663	434.00	r
67.457717	1375.00	
67.737642	490.00	f
67.887742	10.00	l
67.897682	434.00	r
68.457713	1375.00	
68.737677	490.00	f
68.897773	10.00	l
68.897838	434.00	r
69.457718	1375.00	
69.737688	490.00	f
69.897726	10.00	l
69.897792	434.00	r
70.458916	1375.00	
70.737676	490.00	f
70.897603	10.00	l
70.897669	434.00	r
71.457527	1375.00	
71.737727	490.00	f
71.898581	10.00	l
71.898646	434.00	r
72.458945	1375.00	
72.737635	490.00	f
72.898697	10.00	l
72.898763	434.00	r
73.457647	1375.00	
73.737704	490.00	f
73.897569	10.00	l
73.89916	434.00	r
74.457582	1375.00	
74.738307	490.00	f
74.897675	10.00	l
74.897741	434.00	r
75.460595	1375.00	
75.740821	490.00	f
75.900663	10.00	l
75.900732	434.00	r
76.460699	1375.00	
76.740528	490.00	f
76.900741	10.00	l
76.900807	434.00	r
77.460806	1375.00	
77.740666	490.00	f
77.900822	10.00	l
77.900888	434.00	r
78.460619	1375.00	
78.742794	490.00	f
78.904154	10.00	l
78.904223	434.00	r
79.462609	1375.00	
79.742752	490.00	f
79.902669	10.00	l
79.902737	434.00	r
80.462725	1375.00	
80.742585	490.00	f
80.902705	10.00	l
80.902771	434.00	r
81.462739	1375.00	
81.752638	490.00	f
81.902675	10.00	l
81.912639	434.00	r
82.472857	1375.00	
82.752692	490.00	f
82.903885	10.00	l
82.912566	434.00	r
83.472728	1375.00	
83.752558	490.00	f
83.902692	10.00	l
83.912677	434.00	r
84.472723	1375.00	
84.752622	490.00	f
84.902672	10.00	l
84.912666	434.00	r
85.472676	1375.00	
85.752667	490.00	f
85.912818	10.00	l
85.912885	434.00	r
86.473174	1375.00	
86.752648	490.00	f
86.913751	10.00	l
86.91383	434.00	r
87.472599	1375.00	
87.752816	490.00	f
87.912672	10.00	l
87.912745	434.00	r
88.472713	1375.00	
88.757251	490.00	f
88.912665	10.00	l
88.912748	434.00	r
89.474891	1375.00	
89.754702	490.00	f
89.915237	10.00	l
89.915302	434.00	r
90.475526	1375.00	
90.754665	490.00	f
90.916125	10.00	l
90.916192	434.00	r
91.476127	1375.00	
91.754724	490.00	f
